time,J,M,FU,FG,total
308.50000000000165,2883,1194,12,2248,6337
308.60000000000167,2882,1193,16,2242,6333
308.7000000000017,2879,1201,14,2242,6336
308.8000000000017,2909,1201,14,2242,6366
308.90000000000174,2886,1200,28,2232,6346
309.00000000000176,2896,1202,21,2236,6355
309.1000000000018,2898,1192,17,2230,6337
309.2000000000018,2892,1195,18,2228,6333
309.30000000000183,2882,1198,16,2228,6324
309.40000000000185,2894,1199,18,2227,6338
309.5000000000019,2906,1198,12,2233,6349
309.6000000000019,2898,1195,22,2224,6339
309.7000000000019,2923,1183,12,2229,6347
309.80000000000194,2910,1180,26,2229,6345
309.90000000000197,2906,1176,22,2238,6342
310.000000000002,2912,1180,24,2238,6354
310.100000000002,2905,1177,18,2244,6344
310.20000000000203,2912,1168,20,2242,6342
310.30000000000206,2903,1168,24,2248,6343
310.4000000000021,2929,1165,19,2255,6368
310.5000000000021,2921,1165,17,2249,6352
310.6000000000021,2929,1165,13,2252,6359
310.70000000000215,2902,1168,21,2245,6336
310.80000000000217,2911,1174,11,2245,6341
310.9000000000022,2912,1175,13,2249,6349
311.0000000000022,2906,1172,18,2246,6342
311.10000000000224,2920,1176,14,2251,6361
311.20000000000226,2917,1175,18,2243,6353
311.3000000000023,2894,1193,16,2238,6341
311.4000000000023,2900,1190,14,2231,6335
311.50000000000233,2889,1188,22,2232,6331
311.60000000000235,2874,1191,25,2232,6322
311.7000000000024,2879,1194,13,2234,6320
311.8000000000024,2880,1196,17,2226,6319
311.9000000000024,2870,1198,22,2223,6313
312.00000000000244,2881,1182,15,2232,6310
312.10000000000247,2888,1174,20,2226,6308
312.2000000000025,2887,1170,17,2225,6299
312.3000000000025,2870,1167,16,2225,6278
312.40000000000254,2866,1157,19,2227,6269
312.50000000000256,2867,1158,22,2221,6268
312.6000000000026,2879,1155,29,2212,6275
312.7000000000026,2863,1153,27,2220,6263
312.8000000000026,2851,1159,28,2228,6266
312.90000000000265,2836,1164,19,2239,6258
313.0000000000027,2864,1158,20,2236,6278
313.1000000000027,2855,1162,22,2236,6275
313.2000000000027,2836,1174,28,2228,6266
313.30000000000274,2832,1169,27,2236,6264
313.40000000000276,2856,1172,19,2239,6286
313.5000000000028,2835,1176,26,2238,6275
313.6000000000028,2847,1171,28,2239,6285
313.70000000000283,2845,1164,20,2246,6275
313.80000000000285,2852,1161,23,2243,6279
313.9000000000029,2843,1158,19,2242,6262
314.0000000000029,2844,1159,21,2244,6268
314.1000000000029,2837,1162,24,2238,6261
314.20000000000294,2835,1165,15,2246,6261
314.30000000000297,2828,1168,14,2247,6257
314.400000000003,2827,1170,20,2245,6262
314.500000000003,2821,1181,19,2249,6270
314.60000000000304,2803,1187,19,2250,6259
314.70000000000306,2809,1190,22,2244,6265
314.8000000000031,2812,1187,17,2242,6258
314.9000000000031,2817,1179,23,2243,6262
315.0000000000031,2836,1176,16,2246,6274
315.10000000000315,2827,1168,25,2242,6262
315.2000000000032,2839,1164,18,2243,6264
315.3000000000032,2849,1165,22,2238,6274
315.4000000000032,2861,1162,23,2240,6286
315.50000000000324,2858,1162,20,2242,6282
315.60000000000326,2871,1158,26,2245,6300
315.7000000000033,2871,1160,26,2254,6311
315.8000000000033,2867,1157,27,2261,6312
315.90000000000333,2875,1148,24,2264,6311
316.00000000000335,2893,1142,21,2261,6317
316.1000000000034,2894,1156,20,2258,6328
316.2000000000034,2882,1162,21,2257,6322
316.3000000000034,2902,1162,19,2255,6338
316.40000000000344,2901,1170,23,2251,6345
316.50000000000347,2904,1166,19,2250,6339
