N°,N° Planilla,N° Muestreo,Latitud,Longitud,Tipo de coordenada,Observación 1,Barrio,Código Manzana,Fecha de Instalación,Lugar de Instalación,Fecha de Retiro,Código de Paleta,Observación 2,Viables,Eclosionados,Inviables,Eclosionados+Inviables,Total,Observación 3,IPO,IDH,IMO,IIV,IB,IR
9838,0,60,-25.233499,-57.572818,1,Coordenada exacta,ZEBALLOS CUE,59720,29/04/2024,DETRAS DE LA PLANTERA,06/05/2024,Z1,NINGUNA,19,19,44,63,82,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9839,0,60,-25.2335,-57.5729895,2,Aproximadas por centroide,ZEBALLOS CUE,59570,29/04/2024,ABAJO DEL COCO,06/05/2024,Z2,NINGUNA,1,4,8,12,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9840,0,60,-25.233501,-57.573161,1,Coordenada exacta,ZEBALLOS CUE,59480,29/04/2024,ENTRE LAS PLANTAS,06/05/2024,Z3,NINGUNA,81,4,10,14,95,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9841,0,60,-25.233502,-57.572197,1,Coordenada exacta,ZEBALLOS CUE,59080,29/04/2024,EN LA PLANTERA,06/05/2024,Z4,NINGUNA,62,12,27,39,101,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9842,0,60,-25.233503,-57.574139,1,Coordenada exacta,ZEBALLOS CUE,58840,29/04/2024,ABAJO DE LA PLANTERA,06/05/2024,Z5,NINGUNA,10,15,34,49,59,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9843,0,60,-25.233504,-57.574261,1,Coordenada exacta,ZEBALLOS CUE,59110,29/04/2024,ENTRE LA PLANTA,06/05/2024,Z6,NINGUNA,35,16,37,53,88,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9844,0,60,-25.233505,-57.575685,1,Coordenada exacta,ZEBALLOS CUE,50,29/04/2024,ENTRE PLANTERA,06/05/2024,Z7,NINGUNA,12,26,58,84,96,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9845,0,60,-25.233506,-57.575179,1,Coordenada exacta,ZEBALLOS CUE,59310,29/04/2024,ENTRE PALMERA,06/05/2024,Z8,NINGUNA,6,5,10,15,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9846,0,60,-25.233507,-57.576843,1,Coordenada exacta,ZEBALLOS CUE,59190,29/04/2024,ENTRE PLANTERA,06/05/2024,Z9,NINGUNA,13,2,6,8,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9847,0,60,-25.233508,-57.577576,1,Coordenada exacta,ZEBALLOS CUE,62310,29/04/2024,DEBAJO DE LA CHAPA,06/05/2024,Z10,NINGUNA,8,5,10,15,23,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9848,0,60,-25.233509,-57.574988,1,Coordenada exacta,ZEBALLOS CUE,59750,29/04/2024,ENTRE PLANTA,06/05/2024,Z11,NINGUNA,1,6,14,20,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9849,0,60,-25.23351,-57.573574,1,Coordenada exacta,ZEBALLOS CUE,59920,29/04/2024,DETRAS DEL MANGO,06/05/2024,Z12,NINGUNA,5,0,1,1,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9850,0,60,-25.233511,-57.573922,1,Coordenada exacta,ZEBALLOS CUE,60050,29/04/2024,ENTRE LAS PALMERAS,06/05/2024,Z13,NINGUNA,0,1,1,2,2,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9851,0,60,-25.233512,-57.571064,1,Coordenada exacta,ZEBALLOS CUE,59920,29/04/2024,DETRAS DE LA PLANTERA,06/05/2024,Z14,NINGUNA,25,1,1,2,27,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9852,0,60,-25.233513,-57.571319,1,Coordenada exacta,ZEBALLOS CUE,59600,29/04/2024,ENTRE LA PLANTA,06/05/2024,Z15,NINGUNA,49,14,33,47,96,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9853,0,60,-25.23254,-57.570422,1,Coordenada exacta,ZEBALLOS CUE,7293,29/04/2024,DETRAS DE LA PLANTA,06/05/2024,Z16,NINGUNA,17,1,1,2,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9854,0,60,-25.236197,-57.560336,1,Coordenada exacta,ZEBALLOS CUE,60100,29/04/2024,ENTRE PALMERA,06/05/2024,Z17,NINGUNA,121,8,19,27,148,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9855,0,60,-25.234782,-57.559606,1,Coordenada exacta,ZEBALLOS CUE,59840,29/04/2024,ENTRE PLANTA,06/05/2024,Z18,NINGUNA,119,22,48,70,189,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9856,0,60,-25.234899,-57.558244,1,Coordenada exacta,ZEBALLOS CUE,59900,29/04/2024,ENTRE PLANTA,06/05/2024,Z19,NINGUNA,21,3,7,10,31,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9857,0,60,-25.233849,-57.557517,1,Coordenada exacta,ZEBALLOS CUE,62430,29/04/2024,ENTRADA DERECHO ENTRE PLANTAS,06/05/2024,Z20,NINGUNA,23,18,41,59,82,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9858,0,60,-25.233656,-57.55856,1,Coordenada exacta,ZEBALLOS CUE,59770,29/04/2024,LADO IZQ ENTRE PLANTAS,06/05/2024,Z21,NINGUNA,62,7,16,23,85,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9859,0,60,-25.232039,-57.558994,1,Coordenada exacta,ZEBALLOS CUE,59390,29/04/2024,FRENTE IZQ ENTRE MADERA,06/05/2024,Z22,NINGUNA,208,2,6,8,216,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9860,0,60,-25.235818,-57.556898,1,Coordenada exacta,ZEBALLOS CUE,60020,29/04/2024,LADO DERECHO ENTRE PLANTAS,06/05/2024,Z23,NINGUNA,3,6,14,20,23,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9861,0,60,-25.236331,-57.556274,1,Coordenada exacta,ZEBALLOS CUE,60150,29/04/2024,LADO DERECHO ENTRE PLANTAS,06/05/2024,Z24,NINGUNA,129,13,28,41,170,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9862,0,60,-25.23678,-57.5581,1,Coordenada exacta,ZEBALLOS CUE,62320,29/04/2024,LADO DERECHO ENTRE PLANTAS,06/05/2024,Z25,NINGUNA,147,8,18,26,173,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9863,0,60,-25.237264,-57.557343,1,Coordenada exacta,ZEBALLOS CUE,60380,29/04/2024,LADO DERECHO ENTRE NEUMATICO,06/05/2024,Z26,NINGUNA,36,7,16,23,59,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9864,0,60,-25.237734,-57.55604,1,Coordenada exacta,ZEBALLOS CUE,S/C,29/04/2024,LADO IZQ ENTRE PLANTA,06/05/2024,Z27,NINGUNA,4,1,1,2,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9865,0,60,-25.236845,-57.555347,1,Coordenada exacta,ZEBALLOS CUE,62400,29/04/2024,LADO DERECHO ENTRE PLANTAS,06/05/2024,Z28,NINGUNA,12,30,68,98,110,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9866,0,60,-25.235337,-57.554624,1,Coordenada exacta,ZEBALLOS CUE,60180,29/04/2024,LADO IZQ ENTRE PLANTA,06/05/2024,Z29,NINGUNA,73,18,40,58,131,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9867,0,60,-25.235703,-57.558217,1,Coordenada exacta,ZEBALLOS CUE,60180,29/04/2024,LADO IZQ ENTRE PLANTA,06/05/2024,Z30,OVITRAMPA ROTO,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9868,0,60,-25.234919,-57.555811,1,Coordenada exacta,ZEBALLOS CUE,59820,29/04/2024,FUENTE,06/05/2024,Z31,NINGUNA,2,20,45,65,67,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9869,0,60,-25.233168,-57.551474,1,Coordenada exacta,ZEBALLOS CUE,59630,29/04/2024,FRENTE DERECHO PLANTERA,06/05/2024,Z32,NINGUNA,21,2,3,5,26,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9870,0,60,-25.232428,-57.551733,1,Coordenada exacta,ZEBALLOS CUE,59340,29/04/2024,FRENTE IZQUIERDA BAJO MEDIDOR DE ANDE,06/05/2024,Z33,NINGUNA,11,1,2,3,14,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9871,0,60,-25.23335,-57.55187,1,Coordenada exacta,ZEBALLOS CUE,59630,29/04/2024,FRENTE DERECHO BAJO PLANTA,06/05/2024,Z34,NINGUNA,9,1,1,2,11,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9872,0,60,-25.233836,-57.552728,1,Coordenada exacta,ZEBALLOS CUE,59560,29/04/2024,FRENTE DERECHO BAJO PLANTA,06/05/2024,Z35,NINGUNA,31,6,13,19,50,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9873,0,60,-25.233556,-57.553332,1,Coordenada exacta,ZEBALLOS CUE,59520,29/04/2024,FRENTE DERECHO ENTRE ALOE VERA,06/05/2024,Z36,NINGUNA,17,1,3,4,21,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9874,0,60,-25.232926,-57.554595,1,Coordenada exacta,ZEBALLOS CUE,59310,29/04/2024,FRENTE DEL ARBOL,06/05/2024,Z37,NINGUNA,0,0,1,1,1,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9875,0,60,-25.232218,-57.55445,1,Coordenada exacta,ZEBALLOS CUE,59310,29/04/2024,FRENTE EN LA CASITA,06/05/2024,Z38,NINGUNA,51,12,27,39,90,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9876,0,60,-25.231687,-57.555734,1,Coordenada exacta,ZEBALLOS CUE,59330,29/04/2024,FRENTE DETRAS DEL MEDIDOR DE LA ANDE,06/05/2024,Z39,NINGUNA,62,5,12,17,79,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9877,0,60,-25.230941,-57.556686,1,Coordenada exacta,ZEBALLOS CUE,58925,29/04/2024,FRENTE IZQUIERDO ENTRE PLANTERAS,06/05/2024,Z40,NINGUNA,19,3,7,10,29,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9878,0,60,-25.23041,-58.0,2,Aproximadas por centroide,ZEBALLOS CUE,58925,29/04/2024,FRENTE IZQUIERDO PLANTA DE MANGO,06/05/2024,Z41,NINGUNA,10,17,37,54,64,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9879,0,60,-25.229769,-57.557166,1,Coordenada exacta,ZEBALLOS CUE,58920,29/04/2024,FRENTE DERECHO ENTRE PLANTERAS,06/05/2024,Z42,NINGUNA,48,10,21,31,79,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9880,0,60,-25.229256,-57.55737,1,Coordenada exacta,ZEBALLOS CUE,58925,29/04/2024,FRENTE DERECHO CERCA DE LA PILETA,06/05/2024,Z43,NINGUNA,48,12,27,39,87,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9881,0,60,-25.230041,-57.557852,1,Coordenada exacta,ZEBALLOS CUE,59000,29/04/2024,FRENTE IZQUIERDA ENTRE PLANTA,06/05/2024,Z44,NINGUNA,10,6,15,21,31,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9882,0,60,-25.231008,-57.557493,1,Coordenada exacta,ZEBALLOS CUE,59130,29/04/2024,FRENTE IZQUIERDO ENTRE PLANTA,06/05/2024,Z45,NINGUNA,11,1,1,2,13,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9883,0,60,-25.231419,-57.557504,1,Coordenada exacta,ZEBALLOS CUE,59130,29/04/2024,FRENTE DERECHO DETRAS DE LA PALNTERA,06/05/2024,Z46,NEGATIVO,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9884,0,60,-25.236946,-57.561105,1,Coordenada exacta,ZEBALLOS CUE,60380,29/04/2024,DETRAS DEL ARBOL,06/05/2024,Z47,NINGUNA,2,5,12,17,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9885,0,60,-25.237632,-57.561704,1,Coordenada exacta,ZEBALLOS CUE,59910,29/04/2024,CERCA DE LA VENTANA,06/05/2024,Z48,NINGUNA,13,1,2,3,16,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9886,0,60,-25.235724,-57.561916,1,Coordenada exacta,ZEBALLOS CUE,59860,29/04/2024,DETRAS DE LA CUBIERTA,06/05/2024,Z49,NINGUNA,17,13,28,41,58,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9887,0,60,-25.234409,-57.561899,1,Coordenada exacta,ZEBALLOS CUE,S/C,29/04/2024,IZQUIERDA ORATORIO,06/05/2024,Z50,NINGUNA,4,1,2,3,7,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9888,0,60,-25.239664,-57.562026,1,Coordenada exacta,ZEBALLOS CUE,60380,29/04/2024,ENTRE PLANTERA,06/05/2024,Z51,NINGUNA,66,2,5,7,73,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9890,0,60,-25.235871,-57.563399,1,Coordenada exacta,ZEBALLOS CUE,60380,29/04/2024,FRENTE AL ARBOL,06/05/2024,Z53,NINGUNA,58,1,2,3,61,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9891,0,60,-25.2358,-57.564259,1,Coordenada exacta,ZEBALLOS CUE,60010,29/04/2024,DETRAS DEL ARBOL,06/05/2024,Z54,PALETA DESAPARECIDA,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9892,0,60,-25.235759,-57.565111,1,Coordenada exacta,ZEBALLOS CUE,60010,29/04/2024,DENTRO DE LA PLANTERA,06/05/2024,Z55,NINGUNA,47,13,29,42,89,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9893,0,60,-25.235172,-57.564114,1,Coordenada exacta,ZEBALLOS CUE,59730,29/04/2024,AL COSTADO DE LA PLANTA,06/05/2024,Z56,NINGUNA,212,28,63,91,303,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9894,0,60,-25.234088,-57.562715,1,Coordenada exacta,ZEBALLOS CUE,59780,29/04/2024,ABAJO DE LA PALNTA,06/05/2024,Z57,NINGUNA,2,1,2,3,5,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9895,0,60,-25.234662,-57.564989,1,Coordenada exacta,ZEBALLOS CUE,59699,29/04/2024,COSTADO ORATORIO,06/05/2024,Z58,NINGUNA,3,7,16,23,26,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9896,0,60,-25.234222,-57.566403,1,Coordenada exacta,ZEBALLOS CUE,59810,29/04/2024,ENTRE PLANTA,06/05/2024,Z59,NEGATIVO,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9897,0,60,-25.234302,-57.566628,1,Coordenada exacta,ZEBALLOS CUE,59810,29/04/2024,ENTRE PLANTA,06/05/2024,Z60,NINGUNA,8,7,17,24,32,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9898,0,60,-25.234398,-57.567327,1,Coordenada exacta,ZEBALLOS CUE,58830,29/04/2024,ENTRE LA PLANTA,06/05/2024,Z61,NINGUNA,34,2,5,7,41,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9899,0,60,-25.232892,-57.564374,1,Coordenada exacta,ZEBALLOS CUE,59450,29/04/2024,"ENTRADA,LADO IZQ BAJO MANGO",06/05/2024,Z62,NINGUNA,8,9,21,30,38,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9900,0,60,-25.232121,-57.565621,1,Coordenada exacta,ZEBALLOS CUE,59440,29/04/2024,"ENTRANDO LADO IZQ,ENTRE PLANTA",06/05/2024,Z63,NINGUNA,25,2,4,6,31,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9901,0,60,-25.231178,-57.565244,1,Coordenada exacta,ZEBALLOS CUE,59260,29/04/2024,"ENTRADA,LADO IZQ ATRAS DEL MEDIDOR",06/05/2024,Z64,NINGUNA,171,14,30,44,215,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9902,0,60,-25.230468,-57.564524,1,Coordenada exacta,ZEBALLOS CUE,58990,29/04/2024,ENTRADA LADO IZQ DETRAS DEL BUZON,06/05/2024,Z65,NINGUNA,28,7,17,24,52,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9903,0,60,-25.2294,-57.564743,1,Coordenada exacta,ZEBALLOS CUE,58940,29/04/2024,ENTRADA LADO IZQ DEL PORTON,06/05/2024,Z66,NINGUNA,171,8,17,25,196,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9904,0,60,-25.228798,-57.564547,1,Coordenada exacta,ZEBALLOS CUE,58900,29/04/2024,ENTRADA PORTON CHICO LADO IZQ,06/05/2024,Z67,NINGUNA,28,30,68,98,126,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9905,0,60,-25.229093,-57.562865,1,Coordenada exacta,ZEBALLOS CUE,58910,29/04/2024,ENTRADA DERECHO ENTRE PLANTAS,06/05/2024,Z68,NINGUNA,9,7,16,23,32,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9906,0,60,-25.229439,-57.561392,1,Coordenada exacta,ZEBALLOS CUE,58930,29/04/2024,ENTRADA PORTON CHICO LADO IZQ,06/05/2024,Z69,NINGUNA,17,2,3,5,22,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9907,0,60,-25.228937,-57.560968,1,Coordenada exacta,ZEBALLOS CUE,58880,29/04/2024,ENTRADA PORTON GRANDE LADO IZQ,06/05/2024,Z70,NINGUNA,27,34,76,110,137,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9908,0,60,-25.229941,-57.560346,1,Coordenada exacta,ZEBALLOS CUE,59020,29/04/2024,ENTRADA PORTON GRANDE BAJO MANGO,06/05/2024,Z71,NINGUNA,0,1,3,4,4,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9909,0,60,-25.231335,-57.560648,1,Coordenada exacta,ZEBALLOS CUE,59040,29/04/2024,ENTRADA DERECHO BAJO VENTANA,06/05/2024,Z72,NINGUNA,9,1,2,3,12,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9910,0,60,-25.232451,-57.560406,1,Coordenada exacta,ZEBALLOS CUE,59500,29/04/2024,FRENTE PORTON BAJO PLANTA DE MANGO,06/05/2024,Z73,NINGUNA,1,16,36,52,53,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9911,0,60,-25.232377,-57.561424,1,Coordenada exacta,ZEBALLOS CUE,59320,29/04/2024,ENTRADA PORTON CHICO EN FRENTE,06/05/2024,Z74,NINGUNA,1,6,12,18,19,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9912,0,60,-25.231699,-57.56236,1,Coordenada exacta,ZEBALLOS CUE,59250,29/04/2024,ENTRADA LADO IZQ ENTRE PLANTA,06/05/2024,Z75,NINGUNA,49,5,12,17,66,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9913,0,60,-25.230473,-57.562108,1,Coordenada exacta,ZEBALLOS CUE,58970,29/04/2024,ENTRADA LADO IZQ ENTRE PLANTA,06/05/2024,Z76,NINGUNA,1,2,3,5,6,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9914,0,60,-25.233168,-57.555101,1,Coordenada exacta,ZEBALLOS CUE,59100,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z77,NINGUNA,52,6,13,19,71,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9915,0,60,-25.234475,-57.554279,1,Coordenada exacta,ZEBALLOS CUE,59780,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z78,NINGUNA,18,3,6,9,27,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9916,0,60,-25.235283,-57.553568,1,Coordenada exacta,ZEBALLOS CUE,10060,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z79,NINGUNA,16,2,5,7,23,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9917,0,60,-25.230717,-57.552418,1,Coordenada exacta,ZEBALLOS CUE,60200,29/04/2024,DETRAS DE LA PLANTA,06/05/2024,Z80,NINGUNA,20,2,5,7,27,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9918,0,60,-25.235796,-57.551367,1,Coordenada exacta,ZEBALLOS CUE,60080,29/04/2024,ENTRE PLANTAS,06/05/2024,Z81,CERRADO,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9919,0,60,-25.236475,-57.550654,1,Coordenada exacta,ZEBALLOS CUE,60230,29/04/2024,DEBAJO DEL MANGO,06/05/2024,Z82,NINGUNA,41,24,53,77,118,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9920,0,60,-25.235563,-57.559697,1,Coordenada exacta,ZEBALLOS CUE,60080,29/04/2024,BAJO PILETA,06/05/2024,Z83,NINGUNA,34,5,11,16,50,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9921,0,60,-25.234589,-57.55085,1,Coordenada exacta,ZEBALLOS CUE,59970,29/04/2024,FRENTE ENTRE PALMERA,06/05/2024,Z84,NINGUNA,44,1,3,4,48,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9922,0,60,-25.233814,-57.548904,1,Coordenada exacta,ZEBALLOS CUE,59930,29/04/2024,FRENTE MURALLA,06/05/2024,Z85,NINGUNA,50,14,31,45,95,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9923,0,60,-25.235112,-57.540515,1,Coordenada exacta,ZEBALLOS CUE,60140,29/04/2024,ENTRE PALMERA,06/05/2024,Z86,NINGUNA,31,8,19,27,58,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9924,0,60,-25.235747,-57.547208,1,Coordenada exacta,ZEBALLOS CUE,60250,29/04/2024,AL COSTADO BAJO TECHO,06/05/2024,Z87,NINGUNA,8,6,12,18,26,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9925,0,60,-25.23754,-57.548186,1,Coordenada exacta,ZEBALLOS CUE,60290,29/04/2024,FRENTE ENRE REJAS,06/05/2024,Z88,NINGUNA,41,24,55,79,120,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9926,0,60,-25.237928,-57.547778,1,Coordenada exacta,ZEBALLOS CUE,60350,29/04/2024,FRENTE AL COSTADO DEL PORTON,06/05/2024,Z89,CERRADO,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9927,0,60,-25.23712,-57.549042,1,Coordenada exacta,ZEBALLOS CUE,60350,29/04/2024,FRENTE EN EL JARDIN,06/05/2024,Z90,NINGUNA,12,2,3,5,17,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9928,0,60,-25.239832,-57.553212,1,Coordenada exacta,ZEBALLOS CUE,60490,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z91,NINGUNA,97,29,65,94,191,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9929,0,60,-25.241201,-57.5528,1,Coordenada exacta,ZEBALLOS CUE,60640,29/04/2024,FRENTE ENTRE MADERAS,06/05/2024,Z92,NINGUNA,88,3,8,11,99,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9930,0,60,-25.240587,-57.551523,1,Coordenada exacta,ZEBALLOS CUE,60600,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z93,NINGUNA,117,9,21,30,147,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9931,0,60,-25.23923,-57.552535,1,Coordenada exacta,ZEBALLOS CUE,60370,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z94,CERRADO,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9932,0,60,-25.239619,-57.55176,1,Coordenada exacta,ZEBALLOS CUE,60530,29/04/2024,FRENTE AL COSTADO DE LA PLANTA,06/05/2024,Z95,NINGUNA,44,5,10,15,59,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9933,0,60,-25.240473,-57.550338,1,Coordenada exacta,ZEBALLOS CUE,60670,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z96,NINGUNA,2,0,1,1,3,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9934,0,60,-25.240211,-57.550161,1,Coordenada exacta,ZEBALLOS CUE,60350,29/04/2024,FONDO ENTRE PLANTERA,06/05/2024,Z97,NINGUNA,104,14,31,45,149,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9935,0,60,-25.239531,-57.549853,1,Coordenada exacta,ZEBALLOS CUE,S/C,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z98,PALETA DESAPARECIDA,0,0,0,0,0,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9936,0,60,-25.239406,-57.54984,1,Coordenada exacta,ZEBALLOS CUE,60500,29/04/2024,FRENTE ENTRE PLANTAS,06/05/2024,Z99,NINGUNA,22,1,1,2,24,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9937,0,60,-25.238342,-57.550414,1,Coordenada exacta,ZEBALLOS CUE,60430,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z100,NINGUNA,39,3,6,9,48,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
9938,0,60,-25.238403,-57.550792,1,Coordenada exacta,ZEBALLOS CUE,60480,29/04/2024,FRENTE ENTRE PLANTA,06/05/2024,Z101,NINGUNA,59,1,2,3,62,Cantidad de huevos eclosionados e inviables estimados a través de un ajuste matemático.,,,,,,
